T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps],MagX [mgauss],MagY [mgauss],MagZ [mgauss]
53991,-596,-128,-1095,-7000,350,840,-1767,-153,883
53993,-596,-128,-1095,-7000,350,840,-1767,-153,883
53995,-623,-202,-1013,-7000,350,840,-894,-325,-632
53997,-623,-202,-1013,350,1750,350,-894,-325,-632
53999,-623,-202,-1013,350,1750,350,-894,-325,-632
54001,-623,-202,-1013,350,1750,350,-894,-325,-632
54003,-623,-202,-1013,350,1750,350,-894,-325,-632
54005,113,31,-982,350,1750,350,335,768,-904
54007,113,31,-982,2380,1680,0,335,768,-904
54009,113,31,-982,2380,1680,0,335,768,-904
54011,113,31,-982,2380,1680,0,335,768,-904
54013,113,31,-982,2380,1680,0,335,768,-904
54015,-1313,-1103,-1504,2380,1680,0,-1850,-284,956
54017,-1313,-1103,-1504,-6650,-700,70,-1850,-284,956
54019,-1313,-1103,-1504,-6650,-700,70,-1850,-284,956
54021,-1313,-1103,-1504,-6650,-700,70,-1850,-284,956
54023,-1313,-1103,-1504,-6650,-700,70,-1850,-284,956
54025,-233,-22,-962,-6650,-700,70,-496,-186,-895
54027,-233,-22,-962,700,420,-140,-496,-186,-895
54029,-233,-22,-962,700,420,-140,-496,-186,-895
54031,-233,-22,-962,700,420,-140,-496,-186,-895
54033,-233,-22,-962,700,420,-140,-496,-186,-895
54035,-46,55,-966,700,420,-140,140,749,-644
54037,-42,47,-966,2940,1610,0,140,749,-644
54039,-42,47,-966,2940,1610,0,140,749,-644
54041,-42,47,-966,2940,1610,0,140,749,-644
54043,-42,47,-966,2940,1610,0,140,749,-644
54045,-42,47,-966,2940,1610,0,-1998,-415,896
54047,-1450,-1688,-1598,-6720,-980,-70,-1998,-415,896
54049,-1450,-1688,-1598,-6720,-980,-70,-1998,-415,896
54051,-1450,-1688,-1598,-6720,-980,-70,-1998,-415,896
54053,-1450,-1688,-1598,-6720,-980,-70,-1998,-415,896
54055,-1450,-1688,-1598,-6720,-980,-70,-96,-8,-1146
54057,230,191,-919,-1470,-70,420,-96,-8,-1146
54059,230,191,-919,-1470,-70,420,-96,-8,-1146
54061,230,191,-919,-1470,-70,420,-96,-8,-1146
54063,230,191,-919,-1470,-70,420,-96,-8,-1146
54065,230,191,-919,-1470,-70,420,-150,694,-387
54067,-151,51,-947,3430,1960,70,-150,694,-387
54069,-151,51,-947,3430,1960,70,-150,694,-387
54071,-151,51,-947,3430,1960,70,-150,694,-387
54073,-151,51,-947,3430,1960,70,-150,694,-387
54075,-151,51,-947,3430,1960,70,-2044,-514,743
54077,-1025,-1731,-1551,-6580,-560,140,-2044,-514,743
54079,-1025,-1731,-1551,-6580,-560,140,-2044,-514,743
54081,-1025,-1731,-1551,-6580,-560,140,-2044,-514,743
54083,-1025,-1731,-1551,-6580,-560,140,-2044,-514,743
54085,-1025,-1731,-1551,-6580,-560,140,180,241,-1353
54087,764,452,-822,-1540,-350,70,180,241,-1353
54089,764,452,-822,-1540,-350,70,180,241,-1353
54091,764,452,-822,-1540,-350,70,180,241,-1353
54093,764,452,-822,-1540,-350,70,180,241,-1353
54095,764,452,-822,-1540,-350,70,-403,623,-182
54097,-206,101,-919,3850,1960,0,-403,623,-182
54099,-206,101,-919,3850,1960,0,-403,623,-182
54101,-206,101,-919,3850,1960,0,-403,623,-182
54103,-206,101,-919,3850,1960,0,-403,623,-182
54105,-206,101,-919,3850,1960,0,-2012,-562,578
