T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps],MagX [mgauss],MagY [mgauss],MagZ [mgauss]
9049,-15,285,-1064,17990,5040,-140,170,436,-1367
11356,55,238,-900,3850,-210,280,339,745,-1135
11358,55,238,-900,3850,-210,280,-970,339,-7
11360,55,238,-900,3850,-210,280,-970,339,-7
11362,4,-323,-1103,3850,-210,280,-970,339,-7
11364,4,-323,-1103,3850,-210,280,-970,339,-7
11366,4,-323,-1103,-17570,-420,630,-970,339,-7
11368,4,-323,-1103,-17570,-420,630,-2006,-386,786
11370,4,-323,-1103,-17570,-420,630,-2006,-386,786
11372,39,382,-795,-17570,-420,630,-2006,-386,786
11374,39,382,-795,-17570,-420,630,-2006,-386,786
11376,39,382,-795,20160,4340,-210,-2006,-386,786
11378,39,382,-795,20160,4340,-210,-1809,-583,253
11380,39,382,-795,20160,4340,-210,-1809,-583,253
11382,-116,-288,-1142,20160,4340,-210,-1809,-583,253
11384,-116,-288,-1142,20160,4340,-210,-1809,-583,253
11386,-116,-288,-1142,-22120,-3290,770,-1809,-583,253
11388,-116,-288,-1142,-22120,-3290,770,-192,23,-977
11390,-116,-288,-1142,-22120,-3290,770,-192,23,-977
11392,-116,-288,-1142,-22120,-3290,770,-192,23,-977
11394,203,304,-892,-22120,-3290,770,-192,23,-977
11396,203,304,-892,10850,4760,0,-192,23,-977
11398,203,304,-892,10850,4760,0,450,664,-1365
11400,203,304,-892,10850,4760,0,450,664,-1365
11402,203,304,-892,10850,4760,0,450,664,-1365
11404,-93,12,-994,10850,4760,0,450,664,-1365
11406,-93,12,-994,-2590,-1260,420,450,664,-1365
11408,-93,12,-994,-2590,-1260,420,-334,572,-469
11410,-93,12,-994,-2590,-1260,420,-334,572,-469
11412,-93,12,-994,-2590,-1260,420,-334,572,-469
11414,-151,-139,-1013,-2590,-1260,420,-334,572,-469
11416,-151,-139,-1013,-12950,770,420,-334,572,-469
11418,-151,-139,-1013,-12950,770,420,-1792,-165,618
11420,-151,-139,-1013,-12950,770,420,-1792,-165,618
11422,-151,-139,-1013,-12950,770,420,-1792,-165,618
11424,152,429,-861,-12950,770,420,-1792,-165,618
11426,152,429,-861,18270,3360,0,-1792,-165,618
11428,152,429,-861,18270,3360,0,-2110,-633,651
11430,152,429,-861,18270,3360,0,-2110,-633,651
11432,152,429,-861,18270,3360,0,-2110,-633,651
11434,-260,-370,-1153,18270,3360,0,-2110,-633,651
11436,-260,-370,-1153,-23660,-3080,770,-2110,-633,651
11438,-260,-370,-1153,-23660,-3080,770,-850,-295,-537
11440,-260,-370,-1153,-23660,-3080,770,-850,-295,-537
11442,-260,-370,-1153,-23660,-3080,770,-850,-295,-537
11444,4,293,-857,-23660,-3080,770,-850,-295,-537
11446,4,293,-857,15540,5250,-70,-850,-295,-537
11448,4,293,-857,15540,5250,-70,243,473,-1399
