T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps],MagX [mgauss],MagY [mgauss],MagZ [mgauss]
38334,23,-69,-1033,-8330,-840,-210,-126,93,-1063
40449,-178,62,-791,-8120,1960,140,210,536,-1080
40451,-178,62,-791,-8120,1960,350,-886,331,-68
40453,-178,62,-791,5880,-2380,350,-886,331,-68
40455,62,8,-994,5880,-2380,350,-886,331,-68
40457,62,8,-994,5880,-2380,350,-886,331,-68
40459,62,8,-994,5880,-2380,350,-886,331,-68
40461,62,8,-994,5880,-2380,350,-2160,-479,1012
40463,62,8,-994,-7350,5110,350,-2160,-479,1012
40465,16,-46,-1060,-7350,5110,350,-2160,-479,1012
40467,16,-46,-1060,-7350,5110,350,-2160,-479,1012
40469,16,-46,-1060,-7350,5110,350,-2160,-479,1012
40471,16,-46,-1060,-7350,5110,210,-2131,-765,504
40473,16,-46,-1060,-350,-2520,210,-2131,-765,504
40475,-214,27,-939,-350,-2520,210,-2131,-765,504
40477,-214,27,-939,-350,-2520,210,-2131,-765,504
40479,-214,27,-939,-350,-2520,210,-2131,-765,504
40481,-214,27,-939,-350,-2520,420,-684,-266,-581
40483,-214,27,-939,1190,3150,420,-684,-266,-581
40485,-46,-245,-1243,1190,3150,420,-684,-266,-581
40487,-46,-245,-1243,1190,3150,420,-684,-266,-581
40489,-46,-245,-1243,1190,3150,420,-684,-266,-581
40491,-46,-245,-1243,1190,3150,70,203,441,-1230
40493,-46,-245,-1243,-7770,980,70,203,441,-1230
40495,-128,51,-701,-7770,980,70,203,441,-1230
40497,-128,51,-701,-7770,980,70,203,441,-1230
40499,-128,51,-701,-7770,980,70,203,441,-1230
40501,-128,51,-701,-7770,980,490,-413,478,-432
40503,-128,51,-701,6510,-1470,490,-413,478,-432
40505,-128,51,-701,6510,-1470,490,-413,478,-432
40507,27,20,-1079,6510,-1470,490,-413,478,-432
40509,27,20,-1079,6510,-1470,490,-413,478,-432
40511,27,20,-1079,6510,-1470,280,-2030,-290,787
40513,27,20,-1079,-8400,4550,280,-2030,-290,787
40515,27,20,-1079,-8400,4550,280,-2030,-290,787
40517,23,-34,-1009,-8400,4550,280,-2030,-290,787
40519,23,-34,-1009,-8400,4550,280,-2030,-290,787
40521,23,-34,-1009,-8400,4550,210,-2331,-757,783
40523,23,-34,-1009,1400,-2940,210,-2331,-757,783
40525,23,-34,-1009,1400,-2940,210,-2331,-757,783
40527,-54,94,-962,1400,-2940,210,-2331,-757,783
40529,-54,94,-962,1400,-2940,210,-2331,-757,783
40531,-54,94,-962,1400,-2940,350,-1188,-477,-211
40533,-54,94,-962,-350,3990,350,-1188,-477,-211
40535,-54,94,-962,-350,3990,350,-1188,-477,-211
40537,78,-124,-1161,-350,3990,350,-1188,-477,-211
40539,78,-124,-1161,-350,3990,350,-1188,-477,-211
40541,78,-124,-1161,-350,3990,210,24,288,-1235
40543,78,-124,-1161,-6510,0,210,24,288,-1235
40545,78,-124,-1161,-6510,0,210,24,288,-1235
40547,74,66,-779,-6510,0,210,24,288,-1235
40549,74,66,-779,-6510,0,210,24,288,-1235
40551,74,66,-779,-6510,0,560,-56,566,-743
40553,74,66,-779,5880,-630,560,-56,566,-743
40555,74,66,-779,5880,-630,560,-56,566,-743
40557,238,-46,-1150,5880,-630,560,-56,566,-743
40559,238,-46,-1150,5880,-630,560,-56,566,-743
40561,238,-46,-1150,5880,-630,210,-1623,-4,473
40563,238,-46,-1150,-9100,4480,210,-1623,-4,473
40565,238,-46,-1150,-9100,4480,210,-1623,-4,473
40567,-46,55,-857,-9100,4480,210,-1623,-4,473
40569,-46,55,-857,-9100,4480,210,-1623,-4,473
40571,-46,55,-857,-9100,4480,210,-2361,-670,940
40573,-46,55,-857,2520,-3150,210,-2361,-670,940
40575,-46,55,-857,2520,-3150,210,-2361,-670,940
40577,90,98,-943,2520,-3150,210,-2361,-670,940
40579,90,98,-943,2520,-3150,210,-2361,-670,940
40581,90,98,-943,2520,-3150,210,-1674,-643,127
40583,90,98,-943,-2100,4690,420,-1674,-643,127
40585,90,98,-943,-2100,4690,420,-1674,-643,127
40587,35,-89,-1122,-2100,4690,420,-1674,-643,127
40589,35,-89,-1122,-2100,4690,420,-1674,-643,127
40591,35,-89,-1122,-2100,4690,420,-130,111,-1079
40593,35,-89,-1122,-4620,-980,140,-130,111,-1079
40595,35,-89,-1122,-4620,-980,140,-130,111,-1079
40597,-15,94,-861,-4620,-980,140,-130,111,-1079
40599,-15,94,-861,-4620,-980,140,-130,111,-1079
40601,-15,94,-861,-4620,-980,140,147,587,-1018
