T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps],MagX [mgauss],MagY [mgauss],MagZ [mgauss]
73162,-54,47,-935,-15540,-2240,2380,-1596,-546,-333
75270,27,129,-1005,-4270,700,840,-1823,-289,869
75272,27,129,-1005,-4270,700,840,-1823,-289,869
75274,27,129,-1005,-4270,700,70,-1823,-289,869
75276,27,129,-1005,4270,2310,70,-1823,-289,869
75278,27,129,-1005,4270,2310,70,-1823,-289,869
75280,187,39,-970,4270,2310,70,-246,-50,-1053
75282,187,39,-970,4270,2310,70,-246,-50,-1053
75284,187,39,-970,4270,2310,490,-246,-50,-1053
75286,187,39,-970,-6090,980,490,-246,-50,-1053
75288,187,39,-970,-6090,980,490,-246,-50,-1053
75290,811,-34,-951,-6090,980,490,-200,655,-284
75292,811,-34,-951,-6090,980,490,-200,655,-284
75294,811,-34,-951,-6090,980,1400,-200,655,-284
75296,811,-34,-951,-5390,1470,1400,-200,655,-284
75298,811,-34,-951,-5390,1470,1400,-200,655,-284
75300,-455,43,-1013,-5390,1470,1400,-1975,-535,455
75302,-455,43,-1013,-5390,1470,1400,-1975,-535,455
75304,-455,43,-1013,-5390,1470,-140,-1975,-535,455
75306,-455,43,-1013,5320,2240,-140,-1975,-535,455
75308,-455,43,-1013,5320,2240,-140,-1975,-535,455
75310,-85,-116,-1048,5320,2240,-140,191,428,-1458
75312,-85,-116,-1048,5320,2240,-140,191,428,-1458
75314,-85,-116,-1048,5320,2240,70,191,428,-1458
75316,-85,-116,-1048,-4760,980,70,191,428,-1458
75318,-85,-116,-1048,-4760,980,70,191,428,-1458
75320,-1532,-1352,-1153,-4760,980,70,-1152,329,418
75322,-1532,-1352,-1153,-4760,980,70,-1152,329,418
75324,-1532,-1352,-1153,-4760,980,1470,-1152,329,418
75326,-1532,-1352,-1153,-7350,210,1470,-1152,329,418
75328,-1532,-1352,-1153,-7350,210,1470,-1152,329,418
75330,651,121,-923,-7350,210,1470,-1467,-503,-187
75332,651,121,-923,-7350,210,1470,-1467,-503,-187
75334,651,121,-923,-7350,210,700,-1467,-503,-187
75336,651,121,-923,2380,2240,700,-1467,-503,-187
75338,651,121,-923,2380,2240,700,-1467,-503,-187
75340,-163,94,-962,2380,2240,700,447,736,-1165
75342,-163,94,-962,2380,2240,700,447,736,-1165
75344,-163,94,-962,2380,2240,0,447,736,-1165
75346,-163,94,-962,-2660,1330,0,447,736,-1165
75348,-163,94,-962,-2660,1330,0,447,736,-1165
75350,1018,1486,-666,-2660,1330,0,-1753,-180,933
75352,1018,1486,-666,-2660,1330,0,-1753,-180,933
75354,1018,1486,-666,-2660,1330,1890,-1753,-180,933
75356,1018,1486,-666,-7490,980,1890,-1753,-180,933
75358,1018,1486,-666,-7490,980,1890,-1753,-180,933
75360,-639,-108,-986,-7490,980,1890,-578,-217,-875
75362,-639,-108,-986,-7490,980,1890,-578,-217,-875
75364,-639,-108,-986,-7490,980,420,-578,-217,-875
75366,-639,-108,-986,1890,2240,420,-578,-217,-875
75368,-639,-108,-986,1890,2240,420,-578,-217,-875
75370,43,0,-1017,1890,2240,420,69,743,-553
75372,43,0,-1017,1890,2240,420,69,743,-553
75374,43,0,-1017,1890,2240,0,69,743,-553
75376,43,0,-1017,-560,1610,0,69,743,-553
75378,43,0,-1017,-560,1610,0,69,743,-553
75380,168,-818,-1352,-560,1610,0,-2038,-488,770
75382,168,-818,-1352,-560,1610,0,-2038,-488,770
75384,168,-818,-1352,-560,1610,1400,-2038,-488,770
75386,168,-818,-1352,-7700,350,1400,-2038,-488,770
75388,168,-818,-1352,-7700,350,1400,-2038,-488,770
75390,874,390,-802,-7700,350,1400,192,278,-1407
75392,874,390,-802,-7700,350,1400,192,278,-1407
75394,874,390,-802,-7700,350,1120,192,278,-1407
75396,874,390,-802,-1050,1470,1120,192,278,-1407
75398,874,390,-802,-1050,1470,1120,192,278,-1407
75400,-217,140,-931,-1050,1470,1120,-770,501,117
75402,-217,140,-931,-1050,1470,1120,-770,501,117
75404,-217,140,-931,-1050,1470,1120,-770,501,117
75406,-217,140,-931,1470,1820,-70,-770,501,117
75408,-217,140,-931,1470,1820,-70,-770,501,117
75410,-451,449,-596,1470,1820,-70,-1794,-567,178
75412,-451,449,-596,1470,1820,-70,-1794,-567,178
75414,-451,449,-596,1470,1820,-70,-1794,-567,178
75416,-451,449,-596,-7210,420,910,-1794,-567,178
75418,-451,449,-596,-7210,420,910,-1794,-567,178
75420,-451,449,-596,-7210,420,910,416,582,-1336
75422,-1621,-752,-1239,-7210,420,910,416,582,-1336
75424,-1621,-752,-1239,-7210,420,910,416,582,-1336
75426,-1621,-752,-1239,-1190,2380,770,416,582,-1336
75428,-1621,-752,-1239,-1190,2380,770,416,582,-1336
75430,-1621,-752,-1239,-1190,2380,770,-1694,37,708
75432,152,20,-994,-1190,2380,770,-1694,37,708
75434,152,20,-994,-1190,2380,770,-1694,37,708
75436,152,20,-994,3640,1820,-140,-1694,37,708
75438,152,20,-994,3640,1820,-140,-1694,37,708
75440,152,20,-994,3640,1820,-140,-1051,-383,-487
75442,207,156,-982,3640,1820,-140,-1051,-383,-487
75444,207,156,-982,3640,1820,-140,-1051,-383,-487
75446,207,156,-982,-6440,490,560,-1051,-383,-487
75448,207,156,-982,-6440,490,560,-1051,-383,-487
75450,207,156,-982,-6440,490,560,331,738,-813
75452,1681,1080,-639,-6440,490,560,331,738,-813
75454,1681,1080,-639,-6440,490,560,331,738,-813
75456,1681,1080,-639,-4340,1120,1540,331,738,-813
75458,1681,1080,-639,-4340,1120,1540,331,738,-813
75460,1681,1080,-639,-4340,1120,1540,-1889,-329,838
