T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps],MagX [mgauss],MagY [mgauss],MagZ [mgauss]
3214,-206,-61,-1040,2310,6720,-32340,200,-625,-1261
3216,-206,-61,-1040,2310,6720,-32340,221,-66,-1260
3218,-206,-61,-1040,2310,6720,-32340,592,-52,-1256
3220,-206,-61,-1040,5040,4060,-31920,592,-52,-1256
3222,-206,-61,-1040,5040,4060,-31920,592,-52,-1256
3224,-73,-30,-919,5040,4060,-31920,592,-52,-1256
3226,-73,-30,-919,5040,4060,-31920,162,235,-516
3228,-73,-30,-919,5040,4060,-31920,162,235,-516
3230,-73,-30,-919,4620,11060,-30310,162,235,-516
3232,-73,-30,-919,4620,11060,-30310,162,235,-516
3234,140,-26,-1068,4620,11060,-30310,162,235,-516
3236,140,-26,-1068,4620,11060,-30310,-654,-333,107
3238,140,-26,-1068,4620,11060,-30310,-654,-333,107
3240,140,-26,-1068,3220,12180,-28210,-654,-333,107
3242,140,-26,-1068,3220,12180,-28210,-654,-333,107
3244,-22,4,-1228,3220,12180,-28210,-654,-333,107
3246,-22,4,-1228,3220,12180,-28210,-834,-793,-259
3248,-22,4,-1228,3220,12180,-28210,-834,-793,-259
3250,-22,4,-1228,8400,7700,-20090,-834,-793,-259
3252,-22,4,-1228,8400,7700,-20090,-834,-793,-259
3254,82,121,-1064,8400,7700,-20090,-834,-793,-259
3256,82,121,-1064,8400,7700,-20090,-105,-876,-1042
3258,82,121,-1064,8400,7700,-20090,-105,-876,-1042
3260,82,121,-1064,3920,5880,-9030,-105,-876,-1042
3262,82,121,-1064,3920,5880,-9030,-105,-876,-1042
3264,-85,-42,-1048,3920,5880,-9030,-105,-876,-1042
3266,-85,-42,-1048,3920,5880,-9030,525,-209,-1387
3268,-85,-42,-1048,3920,5880,-9030,525,-209,-1387
3270,-85,-42,-1048,2520,5950,-1820,525,-209,-1387
3272,-85,-42,-1048,2520,5950,-1820,525,-209,-1387
3274,-11,4,-982,2520,5950,-1820,525,-209,-1387
3276,-11,4,-982,2520,5950,-1820,393,188,-768
3278,-11,4,-982,2520,5950,-1820,393,188,-768
3280,-11,4,-982,3290,4130,-2030,393,188,-768
3282,-11,4,-982,3290,4130,-2030,393,188,-768
3284,8,43,-970,3290,4130,-2030,393,188,-768
3286,8,43,-970,3290,4130,-2030,-437,-128,-20
3288,8,43,-970,3290,4130,-2030,-437,-128,-20
3290,8,43,-970,980,5530,-3080,-437,-128,-20
3292,8,43,-970,980,5530,-3080,-437,-128,-20
3294,27,35,-1040,980,5530,-3080,-437,-128,-20
3296,27,35,-1040,980,5530,-3080,-867,-686,-56
3298,27,35,-1040,980,5530,-3080,-867,-686,-56
3300,27,35,-1040,-140,5950,-1050,-867,-686,-56
3302,27,35,-1040,-140,5950,-1050,-867,-686,-56
3304,27,35,-1040,-140,5950,-1050,-867,-686,-56
3306,140,-46,-947,-140,5950,-1050,-387,-919,-821
3308,140,-46,-947,-140,5950,-1050,-387,-919,-821
3310,140,-46,-947,-910,4270,-350,-387,-919,-821
3312,140,-46,-947,-910,4270,-350,-387,-919,-821
3314,140,-46,-947,-910,4270,-350,-387,-919,-821
3316,-3,-34,-955,-910,4270,-350,348,-423,-1365
3318,-3,-34,-955,-910,4270,-350,348,-423,-1365
3320,-3,-34,-955,5180,4340,70,348,-423,-1365
3322,-3,-34,-955,5180,4340,70,348,-423,-1365
3324,-3,-34,-955,5180,4340,70,348,-423,-1365
3326,257,-182,-1228,5180,4340,70,565,92,-1059
3328,257,-182,-1228,5180,4340,70,565,92,-1059
3330,257,-182,-1228,2450,-1470,280,565,92,-1059
3332,257,-182,-1228,2450,-1470,280,565,92,-1059
3334,257,-182,-1228,2450,-1470,280,565,92,-1059
3336,20,-124,-1157,2450,-1470,280,-153,129,-261
3338,20,-124,-1157,2450,-1470,280,-153,129,-261
3340,20,-124,-1157,-2870,1540,70,-153,129,-261
3342,20,-124,-1157,-2870,1540,70,-153,129,-261
3344,20,-124,-1157,-2870,1540,70,-153,129,-261
3346,74,-19,-912,-2870,1540,70,-801,-496,92
3348,74,-19,-912,-2870,1540,70,-801,-496,92
3350,74,-19,-912,-560,70,350,-801,-496,92
3352,74,-19,-912,-560,70,350,-801,-496,92
3354,74,-19,-912,-560,70,350,-801,-496,92
3356,39,133,-728,-560,70,350,-647,-875,-550
3358,39,133,-728,-560,70,350,-647,-875,-550
3360,39,133,-728,-210,-1750,0,-647,-875,-550
3362,39,133,-728,-210,-1750,0,-647,-875,-550
3364,39,133,-728,-210,-1750,0,-647,-875,-550
3366,-69,133,-912,-210,-1750,0,172,-609,-1253
3368,-69,133,-912,-210,-1750,0,172,-609,-1253
3370,-69,133,-912,-1190,1960,210,172,-609,-1253
3372,-69,133,-912,-1190,1960,210,172,-609,-1253
3374,-69,133,-912,-1190,1960,210,172,-609,-1253
3376,-97,-22,-1072,-1190,1960,210,590,-30,-1259
3378,-97,-22,-1072,-1190,1960,210,590,-30,-1259
3380,-97,-22,-1072,-1330,700,350,590,-30,-1259
3382,-97,-22,-1072,-1330,700,350,590,-30,-1259
3384,-97,-22,-1072,-1330,700,350,590,-30,-1259
3386,-11,-61,-1075,-1330,700,350,129,200,-484
3388,-11,-61,-1075,-1330,700,350,129,200,-484
3390,-11,-61,-1075,-1260,910,140,129,200,-484
3392,-11,-61,-1075,-1260,910,140,129,200,-484
3394,-11,-61,-1075,-1260,910,140,129,200,-484
3396,-54,23,-970,-1260,910,140,-665,-330,103
3398,-54,23,-970,-1260,910,140,-665,-330,103
3400,-54,23,-970,-1400,2590,70,-665,-330,103
3402,-54,23,-970,-1400,2590,70,-665,-330,103
3404,-54,23,-970,-1400,2590,70,-665,-330,103
3406,8,8,-927,-1400,2590,70,-787,-805,-327
3408,8,8,-927,-1400,2590,70,-787,-805,-327
3410,8,8,-927,-3360,1470,350,-787,-805,-327
3412,8,8,-927,-3360,1470,350,-787,-805,-327
3414,8,8,-927,-3360,1470,350,-787,-805,-327
3416,-22,-38,-1072,-3360,1470,350,-53,-829,-1071
3418,-22,-38,-1072,-3360,1470,350,-53,-829,-1071
3420,-22,-38,-1072,-1400,2310,210,-53,-829,-1071
3422,-22,-38,-1072,-1400,2310,210,-53,-829,-1071
3424,-22,-38,-1072,-1400,2310,210,-53,-829,-1071
3426,-22,-81,-1068,-1400,2310,210,561,-161,-1373
3428,-22,-81,-1068,-1400,2310,210,561,-161,-1373
3430,-22,-81,-1068,-1540,980,70,561,-161,-1373
3432,-22,-81,-1068,-1540,980,70,561,-161,-1373
3434,-22,-81,-1068,-1540,980,70,561,-161,-1373
3436,35,35,-927,-1540,980,70,356,162,-709
3438,35,35,-927,-1540,980,70,356,162,-709
3440,35,35,-927,-2170,1750,280,356,162,-709
3442,35,35,-927,-2170,1750,280,356,162,-709
3444,35,35,-927,-2170,1750,280,356,162,-709
3446,78,55,-1017,-2170,1750,280,-452,-133,7
3448,78,55,-1017,-2170,1750,280,-452,-133,7
3450,78,55,-1017,-490,840,280,-452,-133,7
3452,78,55,-1017,-490,840,280,-452,-133,7
3454,78,55,-1017,-490,840,280,-452,-133,7
3456,78,55,-1017,-490,840,280,-843,-695,-97
3458,16,-15,-970,-490,840,280,-843,-695,-97
3460,16,-15,-970,-1750,-70,210,-843,-695,-97
3462,16,-15,-970,-1750,-70,210,-843,-695,-97
3464,16,-15,-970,-1750,-70,210,-843,-695,-97
3466,16,-15,-970,-1750,-70,210,-348,-933,-860
3468,-15,-30,-1009,-1750,-70,210,-348,-933,-860
3470,-15,-30,-1009,-1330,1680,420,-348,-933,-860
3472,-15,-30,-1009,-1330,1680,420,-348,-933,-860
3474,-15,-30,-1009,-1330,1680,420,-348,-933,-860
3476,-15,-30,-1009,-1330,1680,420,445,-334,-1419
