T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps],MagX [mgauss],MagY [mgauss],MagZ [mgauss]
61901,289,-588,-783,-6790,7840,210,-128,15,83
61941,273,-565,-744,490,8050,3780,-130,26,78
61981,281,-565,-802,-4760,7560,2100,-132,25,75
62021,296,-549,-752,-4970,6440,-2520,-138,17,93
62061,289,-565,-771,-2380,280,350,-132,8,79
62101,289,-576,-775,-11970,4340,-4410,-134,10,87
62141,285,-568,-775,-10220,12110,-980,-141,28,75
62181,293,-557,-775,-3640,6300,2730,-145,22,81
62221,285,-565,-748,-6020,6020,560,-130,25,78
62261,296,-584,-763,-7210,5530,210,-138,28,82
62301,289,-580,-767,-4900,5460,3990,-131,26,86
62341,296,-561,-760,-9170,5390,-210,-145,35,82
62381,281,-572,-752,-3500,-2590,-1890,-134,29,74
62421,289,-565,-752,-7210,6790,2520,-132,21,79
62461,285,-561,-760,-7210,8890,3150,-128,22,78
62501,296,-565,-771,-4830,7700,5880,-128,15,83
62541,293,-568,-767,-4620,3780,5320,-125,20,72
62581,281,-561,-771,-1190,6860,8330,-134,23,75
62621,296,-533,-802,8680,-10430,6650,-120,23,78
62661,281,-545,-791,14910,-13860,8050,-114,7,87
62701,246,-553,-760,18060,-15190,3150,-100,-3,79
62741,242,-506,-787,3920,-2310,-4830,-100,-10,77
