T[ms],AccX[mg],AccY[mg],AccZ[mg],GyroX[mdps],GyroY[mdps],GyroZ[mdps],MagX[mgauss],MagY[mgauss],MagZ[mgauss],P[mB],T[�C],
6536,191,304,-923,2310,910,840,120,-297,256,1001.31,35.30
6576,133,285,-943,-1330,-6020,3570,124,-306,252,1001.24,35.30
6616,144,277,-919,2800,-910,-770,111,-292,243,1001.25,35.30
6656,172,308,-943,5320,1960,-5180,124,-295,243,1001.19,35.30
6696,144,281,-947,980,-4130,-2800,127,-303,240,1001.17,35.30
6736,144,316,-943,3990,-2100,-4060,131,-310,249,1001.21,35.30
6776,164,304,-919,3360,-8120,-420,134,-303,240,1001.22,35.30
6816,172,312,-943,-210,-3430,-2730,130,-306,241,1001.15,35.30
6856,144,312,-935,1260,-1540,-4480,137,-307,244,1001.24,35.30
6896,195,324,-908,-770,1750,-3010,141,-302,240,1001.17,35.30
6936,144,304,-923,1400,0,-4480,135,-307,237,1001.21,35.30
6976,140,316,-943,1120,1820,-2940,142,-318,244,1001.18,35.30
7016,152,316,-939,-2450,1470,-3360,137,-309,237,1001.31,35.30
7056,144,308,-951,-2520,-840,-210,130,-313,248,1001.18,35.30
7096,164,320,-935,-2380,-910,-490,137,-309,247,1001.16,35.30
7136,125,293,-935,-3430,-3570,-70,133,-317,244,1001.15,35.30
7176,148,312,-943,3430,-140,-70,138,-318,240,1001.21,35.30
7216,172,320,-916,-1470,2520,-1400,142,-317,236,1001.22,35.30
7256,140,289,-935,-2240,-2030,-280,133,-324,244,1001.17,35.30
7296,160,312,-927,2660,-700,-1120,128,-309,236,1001.19,35.30
7336,160,316,-951,-4690,280,-1050,131,-317,238,1001.18,35.30
7376,137,308,-943,-910,2030,-7490,142,-318,244,1001.16,35.30
7416,144,316,-939,-1260,-2730,-7280,133,-318,249,1001.20,35.30
7456,148,285,-916,-1330,-5600,-3780,137,-327,238,1001.16,35.30
7496,179,312,-947,-1400,5670,0,144,-332,250,1001.21,35.30
7536,156,316,-927,-4130,5110,2100,134,-321,245,1001.18,35.40
7576,133,308,-931,-3920,4410,1540,142,-318,249,1001.17,35.30
