T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps],MagX [mgauss],MagY [mgauss],MagZ [mgauss]
3770,39,-178,-1025,-12320,-20790,-18760,-103,-304,90
3810,55,-139,-978,-12810,1400,3290,-108,-308,89
3850,51,-182,-974,-17640,-1680,-7980,-111,-296,84
3890,39,-186,-994,-6720,-9800,-14280,-110,-297,88
3930,55,-210,-943,-18060,-3010,-1330,-108,-297,92
3970,23,-233,-947,-20230,-11480,-14560,-110,-292,92
4010,35,-217,-1001,-24710,-7350,-9310,-107,-278,95
4050,27,-237,-943,-13300,-6370,-3220,-100,-272,93
4090,12,-264,-943,-26040,-4830,3010,-96,-263,87
4130,31,-256,-974,-23520,2170,70,-94,-256,87
4170,27,-280,-970,-3920,980,-4130,-90,-245,94
4210,31,-272,-927,-16100,3430,210,-95,-245,83
4250,35,-284,-966,-13370,5460,3150,-94,-239,84
4290,55,-280,-919,9590,-2520,-2240,-105,-249,92
4330,35,-280,-970,3570,2870,-770,-105,-243,88
4370,39,-280,-939,18200,-1120,-1330,-103,-260,91
4410,47,-253,-962,-9730,-8330,-6020,-112,-256,92
4450,27,-299,-962,-13090,350,-5600,-101,-252,91
4490,39,-280,-912,7280,-9170,-3780,-99,-245,94
4530,23,-284,-962,-20090,1050,-1120,-102,-249,88
4570,20,-280,-958,-13440,350,-4900,-108,-235,98
4610,23,-280,-927,2170,-1960,-3010,-113,-240,95
4650,27,-292,-939,-2730,-140,-2310,-116,-235,94
4690,35,-292,-943,-9450,280,-2240,-105,-239,84
4730,39,-295,-955,-2450,-4550,-140,-102,-238,99
4770,23,-315,-931,-770,-1680,-980,-101,-245,94
4810,31,-307,-947,-16170,-1610,1260,-100,-228,95
4850,20,-315,-962,-210,-6160,2380,-108,-229,99
4890,20,-288,-982,45080,-7910,-14630,-100,-227,91
4930,-7,-276,-861,85960,37520,-4620,-107,-264,85
4970,82,-163,-962,23520,66570,30310,-144,-293,84
5010,191,-288,-974,-95550,40040,-52570,-160,-284,96
5050,133,-292,-869,-57960,-15050,-19040,-163,-249,98
5090,-15,-221,-978,-40390,-15610,21280,-147,-241,103
