T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps],MagX [mgauss],MagY [mgauss],MagZ [mgauss]
45590,246,-533,-791,-14140,-2380,-17920,-96,8,76
45630,324,-584,-822,-16590,5810,-9450,-93,9,63
45670,230,-588,-802,-22680,12390,7980,-89,21,68
45710,238,-549,-771,-22960,4270,-1610,-91,20,64
45750,230,-553,-771,-9520,-4200,1960,-78,22,64
45790,230,-600,-810,-14840,5250,6510,-84,20,52
45830,234,-576,-771,-4410,2660,12040,-82,21,71
45870,230,-568,-763,2590,-11200,3290,-85,32,66
45910,230,-580,-802,-4060,-8400,-7210,-82,13,60
45950,203,-565,-791,-3780,-980,-5390,-77,29,64
45990,211,-572,-787,-4690,140,-350,-75,25,64
46030,199,-561,-787,-4690,1330,-1120,-64,29,63
46070,207,-565,-783,-4550,910,-1820,-64,24,67
46110,211,-576,-791,-5110,3290,-420,-71,28,59
46150,215,-580,-799,-3500,2450,-1260,-66,21,63
46190,199,-572,-783,-2800,-2030,-2870,-70,22,67
46230,191,-568,-779,-1330,-6230,-2380,-63,17,61
46270,199,-584,-802,-1890,-6580,-3570,-67,35,60
46310,195,-561,-791,1260,-10570,-15050,-52,26,61
46350,62,-631,-802,-3360,-16940,-29680,-49,16,60
46390,113,-689,-752,-17430,-5390,-8890,-35,20,61
46430,133,-533,-810,-15400,-11200,2520,-38,26,56
46470,105,-619,-810,-5460,-19460,-5110,-31,24,56
46510,105,-619,-802,-12180,2660,2940,-24,27,45
46550,125,-596,-795,-13230,13860,-2240,-27,35,49
46590,129,-607,-799,-2870,2940,70,-24,23,42
46630,117,-584,-771,-2590,3780,-210,-24,24,41
46670,121,-607,-795,-3640,3220,-1400,-20,24,46
46710,125,-604,-787,-1610,2030,1960,-26,41,59
46750,121,-600,-787,-4340,2660,2170,-25,23,52
46790,117,-600,-802,-2100,420,210,-17,27,56
46830,109,-584,-806,-3780,2380,3850,-18,16,53
46870,121,-592,-783,-2870,2660,1960,-25,17,50
46910,113,-611,-787,-4550,350,1470,-9,21,49
46950,117,-572,-791,-6020,3850,1680,-13,13,56
46990,125,-600,-802,-5600,2940,-140,-18,23,57
47030,105,-596,-806,-2590,350,980,-24,23,56
47070,113,-592,-802,-8330,5740,700,-14,23,52
47110,105,-592,-783,-4060,2520,-70,-13,28,50
47150,101,-611,-826,-140,1120,700,-7,20,42
47190,101,-584,-806,10290,-3850,-1610,-9,25,45
47230,105,-568,-806,1190,2310,-1400,-14,21,45
47270,113,-572,-787,-7280,7980,-3290,-17,9,54
47310,98,-557,-814,-3990,-700,-770,-10,6,54
