T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps],MagX [mgauss],MagY [mgauss],MagZ [mgauss]
103094,-54,-58,-791,-1750,770,420,-254,-683,21
103096,-54,-58,-791,-1750,770,420,-254,-683,21
103098,-54,-58,-791,-1750,770,420,-254,-683,21
103100,-54,-58,-791,-1400,1330,420,-254,-683,21
103102,70,-38,-841,-1400,1330,420,-252,-629,30
103104,70,-38,-841,-1400,1330,420,-203,-628,31
103106,70,-38,-841,-1400,1330,420,-203,-628,31
103108,70,-38,-841,-1400,1330,420,-203,-628,31
103110,70,-38,-841,-1890,770,490,-203,-628,31
103112,-89,-61,-779,-1890,770,490,-235,-635,10
103114,-89,-61,-779,-1890,770,490,-235,-635,10
103116,-89,-61,-779,-1890,770,490,-235,-635,10
103118,-89,-61,-779,-1890,770,490,-235,-635,10
103120,-89,-61,-779,-1260,1330,420,-235,-635,10
103122,47,-65,-806,-1260,1330,420,-193,-584,24
103124,47,-65,-806,-1260,1330,420,-193,-584,24
103126,47,-65,-806,-1260,1330,420,-193,-584,24
103128,47,-65,-806,-1260,1330,420,-193,-584,24
103130,47,-65,-806,-1890,770,490,-193,-584,24
103132,-38,-77,-799,-1890,770,490,-154,-578,21
103134,-38,-77,-799,-1890,770,490,-154,-578,21
103136,-38,-77,-799,-1890,770,490,-154,-578,21
103138,-38,-77,-799,-1890,770,490,-154,-578,21
103140,-38,-77,-799,-1330,1400,420,-154,-578,21
103142,35,-81,-822,-1330,1400,420,-36,-503,51
103144,35,-81,-822,-1330,1400,420,-36,-503,51
103146,35,-81,-822,-1330,1400,420,-36,-503,51
103148,35,-81,-822,-1330,1400,420,-36,-503,51
103150,35,-81,-822,-2030,840,490,-36,-503,51
103152,-58,-58,-799,-2030,840,490,190,-486,41
103154,-58,-58,-799,-2030,840,490,190,-486,41
103156,-58,-58,-799,-2030,840,490,190,-486,41
103158,-58,-58,-799,-2030,840,490,190,-486,41
103160,-58,-58,-799,-1190,1260,490,190,-486,41
103162,47,-73,-814,-1190,1260,490,402,-374,71
103164,47,-73,-814,-1190,1260,490,402,-374,71
103166,47,-73,-814,-1190,1260,490,402,-374,71
103168,47,-73,-814,-1190,1260,490,402,-374,71
103170,47,-73,-814,-1960,770,420,402,-374,71
103172,-54,-73,-795,-1960,770,420,541,-368,65
103174,-54,-73,-795,-1960,770,420,541,-368,65
103176,-54,-73,-795,-1960,770,420,541,-368,65
103178,-54,-73,-795,-1960,770,420,541,-368,65
103180,-54,-73,-795,-1190,1260,420,541,-368,65
103182,59,-34,-830,-1190,1260,420,576,-281,78
103184,59,-34,-830,-1190,1260,420,576,-281,78
103186,59,-34,-830,-1190,1260,420,576,-281,78
103188,59,-34,-830,-1190,1260,420,576,-281,78
103190,59,-34,-830,-2030,770,420,576,-281,78
103192,59,-34,-783,-2030,770,420,532,-280,16
103194,-34,-65,-783,-2030,770,420,532,-280,16
103196,-34,-65,-783,-2030,770,420,532,-280,16
103198,-34,-65,-783,-2030,770,420,532,-280,16
103200,-34,-65,-783,-1120,1260,350,532,-280,16
103202,-34,-65,-783,-1120,1260,350,522,-205,20
103204,66,-42,-806,-1120,1260,350,522,-205,20
103206,66,-42,-806,-1120,1260,350,522,-205,20
103208,66,-42,-806,-1120,1260,350,522,-205,20
103210,66,-42,-806,-2240,910,490,522,-205,20
103212,66,-42,-806,-2240,910,490,493,-213,-26
103214,-38,-61,-787,-2240,910,490,493,-213,-26
103216,-38,-61,-787,-2240,910,490,493,-213,-26
103218,-38,-61,-787,-2240,910,490,493,-213,-26
103220,-38,-61,-787,-1190,1330,420,493,-213,-26
103222,-38,-61,-787,-1190,1330,420,463,-153,5
103224,4,-81,-838,-1190,1330,420,463,-153,5
103226,4,-81,-838,-1190,1330,420,463,-153,5
103228,4,-81,-838,-1190,1330,420,463,-153,5
103230,4,-81,-838,-2100,840,490,463,-153,5
103232,4,-81,-838,-2100,840,490,432,-186,-39
103234,-22,-81,-818,-2100,840,490,432,-186,-39
103236,-22,-81,-818,-2100,840,490,432,-186,-39
103238,-22,-81,-818,-2100,840,490,432,-186,-39
103240,-22,-81,-818,-1120,1190,350,432,-186,-39
103242,-22,-81,-818,-1120,1190,350,399,-129,0
103244,78,-26,-806,-1120,1190,350,399,-129,0
103246,78,-26,-806,-1120,1190,350,399,-129,0
103248,78,-26,-806,-1120,1190,350,399,-129,0
103250,78,-26,-806,-2100,840,490,399,-129,0
103252,78,-26,-806,-2100,840,490,340,-155,-56
103254,-89,-81,-783,-2100,840,490,340,-155,-56
103256,-89,-81,-783,-2100,840,490,340,-155,-56
103258,-89,-81,-783,-2100,840,490,340,-155,-56
103260,-89,-81,-783,-1050,1190,420,340,-155,-56
103262,-89,-81,-783,-1050,1190,420,282,-124,-16
103264,16,-46,-810,-1050,1190,420,282,-124,-16
103266,16,-46,-810,-1050,1190,420,282,-124,-16
103268,16,-46,-810,-1050,1190,420,282,-124,-16
103270,16,-46,-810,-2170,910,490,282,-124,-16
103272,16,-46,-810,-2170,910,490,241,-149,-69
103274,-104,-50,-779,-2170,910,490,241,-149,-69
103276,-104,-50,-779,-2170,910,490,241,-149,-69
103278,-104,-50,-779,-2170,910,490,241,-149,-69
