T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps],MagX [mgauss],MagY [mgauss],MagZ [mgauss]
5328,90,27,-908,-1400,-140,770,677,339,-1667
5330,90,27,-908,-1400,-140,770,677,339,-1667
5332,90,27,-908,-1400,-140,770,677,339,-1667
5334,90,27,-908,-1400,-140,770,677,339,-1667
5336,-15,-46,-978,-910,0,560,677,339,-1667
5338,-15,-46,-978,-910,0,560,571,596,-908
5340,-15,-46,-978,-910,0,560,571,596,-908
5342,-15,-46,-978,-910,0,560,571,596,-908
5344,-15,-46,-978,-910,0,560,571,596,-908
5346,23,-58,-1087,-280,-490,630,571,596,-908
5348,23,-58,-1087,-280,-490,630,-360,442,-87
5350,23,-58,-1087,-280,-490,630,-360,442,-87
5352,23,-58,-1087,-280,-490,630,-360,442,-87
5354,23,-58,-1087,-280,-490,630,-360,442,-87
5356,23,-58,-1009,1540,-490,700,-360,442,-87
5358,39,-15,-1013,1540,-490,700,-776,36,-105
5360,39,-15,-1013,1540,-490,700,-776,36,-105
5362,39,-15,-1013,1540,-490,700,-776,36,-105
5364,39,-15,-1013,1540,-490,700,-776,36,-105
5366,39,-15,-1013,2380,-630,700,-776,36,-105
5368,-34,-3,-1103,2380,-630,700,-358,-88,-1026
5370,-34,-3,-1103,2380,-630,700,-358,-88,-1026
5372,-34,-3,-1103,2380,-630,700,-358,-88,-1026
5374,-34,-3,-1103,2380,-630,700,-358,-88,-1026
5376,-34,-3,-1103,1190,-770,770,-358,-88,-1026
5378,-19,-30,-955,1190,-770,770,610,264,-1673
5380,-19,-30,-955,1190,-770,770,610,264,-1673
5382,-19,-30,-955,1190,-770,770,610,264,-1673
5384,-19,-30,-955,1190,-770,770,610,264,-1673
5386,-19,-30,-955,140,-210,630,627,560,-1112
5388,-38,-34,-962,140,-210,630,653,561,-1112
5390,-38,-34,-962,140,-210,630,653,561,-1112
5392,-38,-34,-962,140,-210,630,653,561,-1112
5394,-38,-34,-962,140,-210,630,653,561,-1112
5396,-38,-34,-962,350,490,910,-121,559,-229
5398,4,-11,-1048,350,490,910,-121,559,-229
5400,4,-11,-1048,350,490,910,-121,559,-229
5402,4,-11,-1048,350,490,910,-121,559,-229
5404,4,-11,-1048,350,490,910,-121,559,-229
5406,4,-11,-1048,0,1540,1400,-767,104,-1
5408,23,-42,-880,0,1540,1400,-767,104,-1
5410,23,-42,-880,0,1540,1400,-767,104,-1
5412,23,-42,-880,0,1540,1400,-767,104,-1
5414,23,-42,-880,0,1540,1400,-767,104,-1
5416,23,-42,-880,-490,1260,980,-517,-81,-830
5418,-38,-58,-997,-490,1260,980,-517,-81,-830
5420,-38,-58,-997,-490,1260,980,-517,-81,-830
5422,-38,-58,-997,-490,1260,980,-517,-81,-830
5424,-38,-58,-997,-490,1260,980,-517,-81,-830
