T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps],MagX [mgauss],MagY [mgauss],MagZ [mgauss]
85441,-54,-19,-916,560,1120,-910,115,552,-644
85481,-69,-7,-955,280,1120,210,444,133,-1422
85521,-89,-7,-947,490,1400,-70,-337,-522,-1297
85561,-120,-34,-947,-1820,350,840,-1016,-213,-451
85601,-15,-54,-966,-1050,1190,4900,-515,470,-319
85641,31,-42,-1009,-1260,210,140,476,346,-1133
85681,-81,-69,-990,-1120,630,0,139,-262,-1437
85721,-69,16,-865,-1330,560,0,-896,-384,-866
85761,-50,66,-873,-1330,490,70,-772,147,-189
85801,20,66,-1072,-1400,840,70,172,507,-715
85841,-50,0,-1103,-1330,560,70,410,22,-1499
85881,-15,16,-1107,-1470,770,0,-499,-465,-1168
85921,-132,8,-853,-1470,840,70,-1035,-153,-357
85961,-155,-7,-717,-1540,700,70,-268,567,-407
86001,-155,-100,-912,-1680,910,140,460,294,-1222
86041,-97,-81,-1056,-1540,770,140,17,-400,-1426
86081,-54,12,-951,-1750,630,140,-956,-309,-698
86121,-19,-116,-1009,-1610,980,70,-715,265,-220
86161,-85,-104,-1060,-1680,560,140,354,449,-895
86201,-46,-3,-861,-1750,910,70,259,-81,-1495
86241,-30,98,-951,-1540,840,70,-721,-454,-1074
86281,-69,4,-1200,-1680,490,70,-895,31,-213
86321,-50,-54,-1235,-1750,840,140,42,538,-607
86361,-128,27,-939,-1540,630,140,470,104,-1457
86401,-217,-50,-857,-1750,700,70,-392,-486,-1246
86441,-73,-42,-1017,-1680,910,70,-1044,-193,-420
86481,39,-50,-1060,-1610,560,70,-338,544,-383
86521,-93,-22,-947,-1680,840,70,460,319,-1174
86561,-128,82,-748,-1120,700,70,90,-335,-1450
86601,-104,66,-1001,-1120,840,70,-936,-331,-765
86641,-97,-3,-1196,-1190,700,70,-755,209,-214
86681,-93,4,-966,-1470,490,70,302,475,-824
86721,-93,35,-767,-1540,910,70,326,-21,-1487
86761,-190,-30,-732,-1330,910,70,-616,-476,-1152
86801,-19,-46,-935,-1540,630,140,-974,-83,-279
86841,27,-50,-1017,-1680,980,140,-176,575,-477
86881,27,-104,-947,-1610,700,140,508,224,-1329
86921,-58,-104,-1134,-1750,770,140,-140,-455,-1338
86961,94,-77,-1056,-1610,910,0,-1021,-295,-612
87001,-93,-22,-955,-1610,560,140,-605,355,-275
87041,-100,66,-869,-1750,840,140,360,437,-935
87081,-69,86,-1033,-1540,770,70,254,-124,-1528
87121,-58,-22,-1255,-1680,560,70,-731,-419,-1014
87161,-73,-54,-1247,-1680,840,70,-953,-20,-247
87201,-120,-19,-1033,-1540,560,70,-6,564,-566
87241,-186,-73,-888,-1750,770,140,450,194,-1365
87281,-159,-81,-861,-1470,840,140,-192,-501,-1361
87321,-171,-97,-986,-1540,630,70,-1006,-260,-547
87361,-50,-85,-1103,-1610,980,70,-629,371,-279
87401,-11,-30,-1044,-1540,630,140,424,408,-986
87441,-73,62,-841,-1680,770,140,212,-146,-1496
87481,-108,86,-916,-1680,980,140,-771,-433,-1016
87521,-65,35,-1021,-1540,700,70,-910,19,-216
87561,-65,-38,-1251,-1680,910,70,68,551,-635
87601,-112,78,-1111,-1610,770,140,470,99,-1459
87641,-38,20,-1181,-1610,630,140,-358,-478,-1256
87681,-65,-42,-1216,-1610,980,70,-1049,-221,-447
87721,-120,-26,-990,-1400,770,70,-407,513,-361
87761,-136,-38,-802,-1610,840,70,440,345,-1140
87801,-120,-136,-958,-1610,910,70,145,-281,-1485
87841,-26,-132,-1091,-1540,700,70,-888,-355,-837
87881,0,-46,-1009,-1540,980,140,-800,150,-202
87921,-97,86,-908,-1610,700,140,237,505,-756
87961,-42,90,-1013,-1610,560,70,378,31,-1481
88001,-77,12,-1181,-1470,910,70,-528,-494,-1204
88041,-108,-77,-1360,-1540,560,140,-1004,-119,-323
88081,-147,-54,-1087,-1610,980,70,-256,563,-433
88121,-104,-26,-802,-1540,910,210,504,259,-1286
88161,-182,-108,-916,-1610,700,140,-22,-384,-1388
88201,-58,-100,-1122,-1610,980,70,-991,-311,-663
88241,39,-61,-1122,-1540,700,70,-641,324,-250
88281,-132,55,-939,-1750,700,140,332,441,-897
88321,-132,59,-877,-1540,980,140,269,-106,-1536
88361,20,-11,-966,-1540,630,210,-713,-437,-1033
88401,-50,70,-873,-1610,1050,140,-965,-40,-249
88441,-136,90,-974,-1680,770,70,-13,565,-551
88481,-120,43,-1091,-1610,630,70,465,184,-1355
88521,-58,-69,-1337,-1470,980,140,-201,-498,-1353
88561,-120,-3,-1048,-1610,560,210,-1001,-261,-539
88601,-100,8,-845,-1400,770,70,-620,394,-286
88641,-147,-65,-830,-1610,910,70,427,401,-1006
88681,-22,-73,-994,-1680,910,70,210,-159,-1493
88721,98,-54,-1044,-1470,770,70,-796,-430,-986
88761,-93,-77,-1075,-1680,700,140,-877,32,-206
88801,-65,27,-888,-1610,1050,70,32,541,-592
88841,-81,98,-986,-1610,700,0,459,96,-1459
88881,-30,39,-1224,-1610,910,70,-367,-486,-1257
88921,-50,-15,-1251,-1540,700,70,-1034,-211,-463
88961,-61,-30,-1208,-1750,630,140,-443,493,-341
89001,-128,-38,-994,-1820,1050,70,424,375,-1080
89041,-147,-15,-779,-1680,630,140,176,-232,-1509
89081,-128,-89,-865,-1610,910,70,-843,-380,-903
89121,-128,-22,-877,-1540,840,70,-860,80,-211
89161,-151,12,-682,-1540,630,210,131,532,-670
89201,-171,-73,-822,-1610,980,140,429,107,-1430
89241,-81,-112,-1068,-1470,700,140,-390,-506,-1287
89281,47,0,-1029,-1680,770,140,-1023,-186,-432
89321,-143,-7,-916,-1610,1050,0,-472,500,-356
89361,-54,70,-857,-1540,700,210,469,350,-1130
89401,-58,109,-919,-1680,980,140,162,-234,-1459
89441,0,16,-1146,-1610,840,140,-893,-386,-904
89481,-50,12,-1192,-1680,700,70,-767,158,-194
89521,-58,-3,-1091,-1610,980,70,181,524,-716
89561,-132,-15,-892,-1540,630,210,424,34,-1504
89601,-132,-69,-701,-1680,770,140,-492,-463,-1200
89641,-167,-100,-947,-1540,980,70,-1036,-170,-373
89681,-26,-73,-1060,-1680,560,70,-281,554,-407
89721,23,4,-1005,-1680,910,70,459,305,-1199
89761,-89,90,-904,-1470,770,140,73,-340,-1442
89801,-54,121,-1001,-1680,700,210,-932,-323,-757
89841,-34,4,-853,-1470,1050,140,-742,214,-214
89881,-11,94,-892,-1610,630,140,321,473,-850
89921,-34,27,-1157,-1610,910,70,296,-47,-1495
89961,-128,-22,-1192,-1540,840,70,-677,-458,-1113
90001,-128,0,-970,-1680,630,70,-954,-48,-262
90041,-217,4,-748,-1680,1050,140,-81,564,-538
90081,-112,-73,-943,-1470,700,140,499,170,-1396
90121,12,-61,-1048,-1680,840,210,-315,-476,-1283
